GUID,Material Name,Categories,Descriptive Properties - Physical Properties,Descriptive Properties - Density,Descriptive Properties - Chemical Properties,Descriptive Properties - Mechanical Properties,Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Poissons Ratio,Descriptive Properties - Shear Modulus,Descriptive Properties - Electrical Properties,Descriptive Properties - Volume Resistivity,Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Thermal Properties,"Descriptive Properties - CTE, linear",Descriptive Properties - Thermal Conductivity,"Descriptive Properties - Transformation Temperature, Tg",Descriptive Properties - Softening Point,Descriptive Properties - Working Point,Descriptive Properties - Annealing Point,Descriptive Properties - Optical Properties,Descriptive Properties - Refractive Index,Descriptive Properties - UV Transmittance,Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air",Descriptive Properties - CaO+MgO,Descriptive Properties - SiO2,Descriptive Properties - Classification Temperature (°C)
44b642870c0f4f1aa2abfd012263b05c,Chosun Refractories AH-1 Acid-Proof and Heat-Resistant Brick,Ceramic;Oxide;Silicon Oxide,Metric,,Metric,,,,,,,³,,English,,English,23 %,,,,,,,,,,,,,
5cc1d639f4f4422189687892c705e46e,Morgan Advanced Ceramics Kaowool™Board 1260 Fiber,Ceramic;Oxide,Metric,0.280g/cc,Metric,,,,,,white/tan,,,English,,English,,,,,,,,,,,,,,
913c5cf00ca7462ba84c9d2e60cb2a6a,Teijin Tenax® J HTS40 E13 12K 800tex Poly-acrylonitrile Carbon Fiber,Carbon;Carbon Fiber/Carbon Fibre,Metric,810 tex,,,,,,,,,,English,,,,,,,,,,,,,,,,
2435fc9b256a41608fc200fa83add851,McDanel Advanced Ceramics 99.8% Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d193cb8d7f314c4c9798e086a13bca20,AISI E4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27301ee77c6e4220a27380874d93ce74,Aremco Pyro-Paint™ 634-AS-1 High Temperature Refractory Coating,Ceramic;Oxide;Aluminum Oxide,Metric,,Metric,,,,,,White,,,,,,,,,,,,,,,,,,,
501e9dafc42e4b9c84373310a87d2f53,Vibrantz Technologies EG 2783 Thick Film Glass,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584ad9c6e4a142dcab80da13d8193346,Schott SF57 Glass,Ceramic;Glass,Metric,5.51g/cc,Metric,391°C,,Metric,1.84666@Wavelength 587.6 nm,"52.3 %@Thickness 10.0 mm,Wavelength 380 nm",,,,English,,,,,English,52.3,2.3,5.0,350,,0.248,,0.360J/g-°C,414°C,0.035536,"89.1 %@Thickness 10.0 mm,Wavelength 2500 nm"
c7e54f0b5aaa482bb9993b7dc2d9b307,Morgan Advanced Ceramics Deranox™ 995 Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,3.89g/cc,Metric,,,,,,White,,0.00 %,English,,English,99.5 %,,,,,,,,,,0.880J/g-°C,,,
30445902258747bca1eb37193cccb6f8,Potters Industries A-Series P-0170 Soda-Lime Silica Technical Quality Solid Glass Spheres,Ceramic;Glass,Metric,2.50g/cc,,,,Metric,1.51 - 1.52,,,³,,English,14000-,,,,,,,,,,,,,,,
d413419fc7fb4742a7b250b870d221cb,Schott KMZ 20 VIS Bandpass Filter (Spectral range 600-800 nm),Ceramic;Glass;Optical;Filter,Metric,,Metric,,,Metric,,<= 50 %@Wavelength 600 - 800 nm,,,,,,,,,,,,,,,,,,,,>= 0.0010 %@Wavelength 800 - 1100 nm
6f003c7452334ce09eb219b8dbec1c7d,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91d14bcfd2e64865b1a4b49a2e9cc6d1,AISI 4620 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0511a9f98eb7461980fe8dce103c8a56,AISI E4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c26b4918027349fa9fb846e71482f1b6,Schunk FH42Z(H)5 Carbon Graphite Resin Impregnated,Carbon;Graphite,Metric,,Metric,,,,,,,³,,English,,,,,,,,,,,,,,,,
67a003dfc059411bb3897dce4d3c012a,Chosun Refractories INCT-110S Light-Weight Castable,Ceramic,,,Metric,,,,,,,,,English,"142-@Treatment Temp. ,Time 3.00 hour",English,30 %,,,,,,,,,,,,,
96f7926125444308a2369993d5181da7,MarkeTech Yttrium Vanadate (YVO 4 ) Fiber Optic Crystal,Ceramic;Oxide,Metric,4.22g/cc,Metric,,,Metric,1.95,90 %@Wavelength >=400 nm,,,,English,,,,,,,,,,,,,,,,
64b3fe0fa74f455ead6e3fecf4951225,Nabaltec APYRAL® 40VS Gibbsite Al(OH) 3,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.40g/cc,,,,Metric,1.58,,,,,English,,,,,,,,,,,,,,,,
4a2e00411ca34a7d88eb652fa712e4a3,CoorsTek P46 Cordierite,Ceramic,Metric,,Metric,,,,,,Yellow-brown,0.0361-³,53.0 - 63.0 %,,,,,,,,,,,,,,,,,
b92c9ceb00b54092b0e36bbde4a5a61a,Poraver Carrier-panel (2-4 mm) Electric devices,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f87a1385e33645b5a985f433988794dc,Vibrantz Technologies IP 750 Passivation Glasses (Pb-B-Si-Al; Pb-Si-Al; Si-Pb-Al Silicates),Ceramic;Glass;Oxide;Silicon Oxide,Metric,3.29g/cc,Metric,,,,,,,,,,,,,,English,,,,,,,,,,,
fac7b49b3ba24cdea5784bac70a4ae02,Teijin PYROMEX® Poly-acrylonitrile Staple Fibers,Carbon;Carbon Fiber/Carbon Fibre,Metric,1.39-1.43g/cc,Metric,,,,,,,,,English,,,,,,,,,,,,,,,,
6045348f054a4cb09fd985ba95cc704a,Nabaltec APYRAL® 4 Al(OH) 3,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.40g/cc,,,,Metric,1.58,,,³,,English,,English,,,,,,,,,,,,,,
8a4922c968854eff9947621818dfbc1d,CoorsTek Sintered Boron Carbide,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ee4e71edec944c5ab977a70f56711fe,Aluminum Chlorate Nonahydrate,Ceramic,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8f60d5f0ae04eeba58c06cbcb90aead,Sinotek Materials MD-4 Graphite Emulsion,Carbon;Graphite;Fluid;Lubricant,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850f99b337542c1ba1bdbb39ff4e49e,AISI 4118 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93ef2db16f1f48efb7a0a10ca37d3b,Schott BG34 Conversion Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152257c18a104936bcab8b41833793dc,3M Techical Ceramics Ekasic® P Silicon Carbide,Ceramic;Carbide,Metric,2.76-2.89g/cc,Metric,,,,,,,,10 - 14 %,English,>=,,,,,,,,,,0.13,,0.690J/g-°C,,,
3ae7965cbec84562a92727e07288da74,Imerys AMC™ Ground Mica,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123cb4b17a145e6905d528784af698b,MarkeTech Sodium Iodide:Thallium (Nal:Tl) Scintillator Crystal,Ceramic;Halide,Metric,3.67g/cc,Metric,47.5-°C,651°C,Cubic,0.5-5 %,230 n/s,300K; 103pH/MeV,415 nm,,,,,,,,,,,,,,,,,,
eef75b3432c94cb7a5b34eff09bfcbb0,Lutetium,Metal;Nonferrous Metal;Pure Element,Metric,9.84g/cc,Metric,9.90-°C@Temperature 20.0 °C,1651-1661°C,,,,,,English,174.967,71,0.19584Å,1.0,0.850Å,44,,,12 %,,,0.261,,Metric,1.02e-7,0.0970-0.103K,110J/g
f486dc11357747199f04d8214c42ba24,Morgan Advanced Ceramics IFB Insulation Range K® 23 Thermal Ceramic,Ceramic;Oxide,Metric,0.513g/cc,Metric,,,,,,,,,,,,,,,,,,,,,,,,,
def1acfdefbf424b81c28e44931090e6,Carborundum CarboTherm™ CTL40 Boron Nitride Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c2792103bee43aa9c24905c77f2a698,Magnesium Iodide Octahydrate,Ceramic;Halide,Metric,2.10g/cc,,,,,,,,,,,,,,,,,,,,,,,,,,
847f9c46fd214e47b8851bdc309d7598,Schott N-SK14 Glass,Ceramic;Glass,Metric,3.44g/cc,Metric,6.00-°C@Temperature -30.0 - 70.0 °C,,,,,,,English,,,,,,,,,,,,0.261,,,,,
906f8fe4de674e8d983e35363fca2864,Manganese Dysprosium Sulfide,Ceramic;Sulfide/Chalcogenide,,,,,1577-1637°C,Monoclinic,,,,,,,,,,,,,,,,,,,,,,
a7c942f8bba24873a315aeae35694a3a,Morgan Advanced Ceramics Higun 40 SiC Thermal Ceramic,Ceramic;Oxide,Metric,,Metric,,,,,,,,,,,,,,,,,,,,,,,,,
eb2c55402a444fe5a9db94484eb3bdbd,AISI 4130 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94984fc18c3f44218e437bf486144734,AISI 1050 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a427b176758479b9a9b057fc36ddcb3,KaMin Nucap® 290W Kaolin Clay - Surface Treated,Ceramic;Clay;Kaolin Clay,Metric,2.60g/cc,91 %,325Mesh,22m²/g,Proprietary,Dry,,,,,,,,,,,,,,,,,,,,,
d4898cbd0d8342738e95691b45d84187,Chosun Refractories L15H Magnesia Carbon Bricks for Ladle Slag Line,Ceramic;Oxide;Magnesium Oxide,Metric,,,,,,,2.95g/cc,3.0 %,Metric,40.0MPa,Metric,15 %,Corrosion Resistance,,,,,,,,,,,,,,
be5a82bdeb7a45cf80ded0bea2673a6a,Ytterbium,Metal;Nonferrous Metal;Pure Element,Metric,,,,,7440-64-4,,,,Metric,,Metric,,,³,English,173.04,70,0.20223Å,0.858Å,17,,,43 %,23.7GPa,0.207,Metric,0.0000290ohm-cm
c0a62e3ecefe4677af46b77fac7923c3,AISI 1117 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cf1e775f9e84fb0840785b5c755a636,AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a759f10ad7ff4a23be6e49cda384b6cb,Imerys TIMREX® T75 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,9.8m²/g,,,0.210g/cc,,Metric,,Metric,,,,,,,,,,,,,,,Metric,2.25ohm-cm
899e1d48566f495f93a816373c516e8e,Mo-Sci Corporation YB-40-N Yellow B Filter Glass,Ceramic;Glass;Optical;Filter,Metric,,,,,,,,,,,,,,³,,,,,,,,,,,,,
236713e00fe84a968e501864b58df94a,Momentive Performance Materials NX5 Boron Nitride (BN) Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,16m²/g,,,0.250g/cc,,,,,,,,,,,,,,,,,,,,
d8598bdb6f3e4bb898f214091f567f39,AISI 1006 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3648ab7fb434419ba978f2202836f36,MarkeTech Silicon Single Crystal Semiconductor Wafer,Ceramic;Other Engineering Material;Semiconductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851f4ca097554348adbcff38535a9c79,Mateck Barium Fluoride,Ceramic;Halide,Metric,,,,,,,,,Metric,,,,,³@Temperature,,,,,,,,,,,0.307,,
57577c63d7ae412a9fb45d1cdedd79f7,AISI 4427 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863cb3ed7395450bb6fcc86680ff63f9,Schott Glass 8253 Alkaline Earth Aluminosilicate Glass,Ceramic;Glass,Metric,,,,,,,,,Metric,,Metric,,,³@Temperature,English,,,,,,,,,,0.23,Metric,
e207e070ae9e4408861a8d40b6836fbf,Silicon Nitride,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a142ce1a60a4045894923740148f9e4,Schunk FH44C Carbon Graphite Copper Impregnated,Carbon;Graphite,Metric,,,,,,,2.50g/cc,3.0 %,Metric,210MPa,,,,,,,,,,,,,,,,,
c0cc19409f7a4cf4956819484548d83a,Sharadaa Ceramics VELECRETE RC 108 Rodding Castables,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,2.80g/cc,,Metric,100MPa@Temperature 1000 °C,Metric,,,,,,,,,,,,,,,,
9912de1d9ee14be9ad8b62126ae8c345,3M S38 Glass Bubbles,Ceramic;Glass,Metric,,,,,,,,,Metric,27.6MPa,,,,0.0126-³,,,,,,,,,,,,Metric,
eb29e3e15b2b4a7abc82c3022b09e5c9,American Computer Optics Low Transmission Filter 3 mm,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4c373f1686f4310b4e9815b5fa6681d,Chosun Refractories SCX-70 I Special SiC Castable,Ceramic;Carbide,,,,,,,,,,Metric,"29.4MPa@Treatment Temp. 110 °C,Time 86400 sec",Metric,,,,,,,,,,,,,,,,
2e49c3163cdc431b8c366bdf16016af8,Corning Ba PC 588 Photochromic Barium Glass,Ceramic;Glass;Optical,Metric,,,,,,,,,,,,,,³,,,,,,,,,,,,,
8025ec21de0744b8b66e207d655ae3a9,Morgan Advanced Ceramics Pyroscat® Duct Wrap XL Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c56dbb3cc6de4d34bc66f5682d432788,Sapco 98% Aluminum Oxide,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cb091b60c184e9d850f1f300a5d4066,Schott RG830 Long Pass Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581270ba0b74432af00614347b163ff,Aremco Ceramabond™ 503 High Temperature Ceramic Adhesive/Paste,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,,,,,0.0849-³,,,,,,,,,,,,Metric,
734e479f9d2e4cb6b6bbd86128ca5fc1,Potters Industries Q-Cel® 7019 Hollow Engineered Glass Microspheres,Ceramic;Glass;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c76e3194064455dadfe4513a135bf51,MarkeTech Repton 201 Aluminum Oxide,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,1.50g/cc,63 %,Metric,,Metric,,,³,,,,,,,,,,,,,
a4491a04fbd343b49a171c0e44002c,Vibrantz Technologies CF 7586 Low-Temperature Sealing,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05a30e0e1275445199ea1c8fc248535e,Schott N-LASF9 Glass,Ceramic;Glass,Metric,,,,,,,,,Metric,,,,,³,English,,,,,,,,,,0.288,,
b4b8d7532576425f9f99e8a8f1b7aeba,Imerys TIMREX® M100 mesh Natural Flake Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,Metric,,,,,,,,,,,,,,,,
4f183e776ed74fb7a6fd92755a66f965,CIMBAR Suspengel™ 325 Plus High Purity Bentonite,Ceramic;Clay;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.50g/cc,,325Mesh,,,,0.977g/cc,,,,Metric,,,,,,,,,,,,,,,,
06e385709b764fc1a655f90c8503b756,AISI 4118 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4afff5368ed24e3388ebb0f3b272f126,Mo-Sci Corporation GL-0237 Hollow Glass Spheres,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554babe495c41f89fa28e1e1692a1d4,Imerys M1250 AS WOLLASTOCOAT® Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,89 %,,3.0m²/g,,,0.720g/cc,,Metric,,Metric,,,³,,,,,,,,,,,,Metric,1.30e+13ohm-cm
bc2aa79875524a6f854e981c12fe2c5d,Imerys TIMREX® M80 mesh FR Natural Flake Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,0.690g/cc,,,,Metric,,,,,,,,,,,,,,,,
10ac6b92521e4c50b4d1b37a772b66d8,H.C. Starck Amperit® 782.3 Titanium Oxide (TiO2),Ceramic;Oxide;Titanium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893f75cae7eb419988ce117edade70a0,NYC YT3WBHQ Y 2 O 3  Powder for Spray Coating,Ceramic;Oxide,Metric,,,,,,,1.40-1.60g/cc,,,,Metric,,,,,,,,,,,,,,,,
89a4dcce4986435b955c53cb31ec1af1,Sinotek Materials ZSLZ87 Middle Carbon Graphite,Carbon;Graphite;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f461b148ca89415db6823f1632199024,Schunk FH44Y2 Carbon Graphite,Carbon;Graphite,Metric,,,,,,,1.65g/cc,8.0 %,Metric,130MPa,,,,,,,,,,,,,,,,,
047341e5e12d48ae8855784d57f53fe4,Schunk FE45A Electrographite Antimony Impregnated,Carbon;Graphite,Metric,,,,,,,2.50g/cc,,Metric,170MPa,,,,,,,,,,,,,,,,,
d248d224106f4333b85b0dfa1f79656b,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704b151deed49e2b1db31ad2759c29c,LKAB Minerals MicroSpar,Ceramic;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02582ae7fb1e4595a9d3ff9e0a59a602,Chosun Refractories APC-50 Acid-proof Castable,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,Metric,"13.7MPa@Treatment Temp. 110 °C,Time 86400 sec",Metric,,,,,,,,,,,,,,,,
9af2e4d225cd42a9b9bf71e84f0bc68d,AISI E4340 H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ff01fbab66a4497b2469db5c020ca96,Morgan Advanced Ceramics Inorganic Wet Felt 2600-W Thermal Ceramic,Ceramic;Oxide,Metric,,,,,,,,,Metric,0.130MPa,Metric,,,³,,,,,,,,,,,,,
bb2125b58ab24688b6e45fe8a2f3c47a,Ceradyne CeraTrex™ 146-3E Silicon Carbide,Ceramic;Carbide,Metric,,,,,,,,,Metric,,,,,³,,,,,,,,,,,0.17,Metric,1.00e+7ohm-cm
160caa31956448589893e1ac,Poco Graphite AXF-5Q Industrial Grade Graphite,Carbon;Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030630fd8a44452be5185d4e6d54752,CeramTec Rubalit® HSS Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,,,,,³,,,,,,,,,,,,Metric,
a8c2d05c7a6244399bbc2e15c0438cb9,Schott N-BK7 Glass,Ceramic;Glass,Metric,,,,,,,,,Metric,,,,,³,English,,,,,,,,,,0.206,,
4aec0167f21c44128ac4111cf4318624,Hexcel® HexTow® IM8 Intermediate Modulus Carbon Fiber (12,Carbon;Carbon Fiber/Carbon Fibre;Other Engineering Material;Composite Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f25ed9784594e56ba223deda07a3089,Imerys TIMREX® KS150-600SP Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,0.670g/cc,>=250µm,"0.59@Temperature 850 °C,Time 10800 sec","0.25@Temperature 850 °C,Time 10800 sec",Metric,140W/m-K,Metric,0.040 %,>100 nm,(Dibutylphthalate),,,,,,,,,,,,,,,,,
8d6de85fc0204269879cc4a481425738,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a3cd87004934e1f83f0fd7f34813948,ENrG Thin E-Strate® Zirconia Ribbon Ceramic Substrate,Ceramic;Oxide;Zirconium Oxide,Metric,,,,,Metric,2.70W/m-K,Metric,,,,³,0.00 %@Temperature,9.66e-8g/100 in²/day@Temperature,0.00 %,1600,6.5,,,,,0.32,-in½,English,>=1e+14ohm-cm,80.0kV/mm@Thickness 0.0400 mm,8.20-°C@Temperature 23.0 °C,0.418J/g-°C
cceb695ee7274c848cee725f65cc67f6,Destech Open-Celled Glassy Carbon Foam,Carbon;Other Engineering Material;Composite Core Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33d35ce8caf14cb88b4a2e19965caf96,MarkeTech Neodymium Gallate NdGaO 3  (NG) Crystal,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848d69d6dd3d49c1860e10300636edbb,Momentive Performance Materials BNC2 Boron Nitride (BN) Refractory Composite,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127a7d7a712d4772b78fa7242ef7ec95,Hexcel® HiMax™ FCIM156-I [C12k,Carbon;Carbon Fiber/Carbon Fibre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4aa035c610044b782a738603deb06f6,Sinotek Materials ZSLG95 High Carbon Graphite,Carbon;Graphite;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d805ba88f8e4413892d39230b9561756,NanoAmor 95%,Carbon,Metric,,0.0050-0.010µm,,,,,,,,,³,,,,,,,,,,,,,,,,
d2a2119a08904a0fa706e9408cddb88e,Gold,Metal;Nonferrous Metal;Precious Metal;Gold Alloy;Pure Element,Metric,19.32g/cc,0.001013bar@Temperature 1770 °C,79,99barns/atom,0.15344Å,1.68V,2.4,0.850Å,2.45g/A/h,Metric,25,120MPa,30 %,77.2GPa,0.42,27.2GPa,Metric,0.00000220ohm-cm,-1.42e-7,Metric,66.2J/g,1738J/g,14.4-°C@Temperature 20.0 - 100 °C,8.00-°F@Temperature 68.0 -,,,English
be3feeeb938c4004adab13af7414da,Imerys 10 WOLLASTOCOAT® Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.90g/cc,,,,,,,,,Metric,,,,303-530GPa@Diameter 0.00300 - 0.150 mm,,,Metric,1.30e+13ohm-cm,,Metric,,,6.50-°C,3.61-°F,18.3-,,English
2a27ded6644640eeb8067bb09a917d20,Mateck Magnesium Oxide Substrate,Ceramic;Oxide;Magnesium Oxide,Metric,3.58g/cc,,,,,,,,,,,,,,,,Metric,,,Metric,,,14.2-°C,7.89-°F,,,
0cd1edf33ac145ee93a0aa6fc666c0e0,Aluminum,Metal;Nonferrous Metal;Aluminum Alloy;Pure Element,Metric,2.6989g/cc,,13,0.215barns/atom,7.9511Å,-1.69V,1.61,0.510Å,0.3354g/A/h,Metric,15,,,68.0GPa,0.36,25.0GPa,Metric,0.00000270ohm-cm,6.0e-7,Metric,386.9J/g,9462J/g,24.0-°C@Temperature 20.0 - 100 °C,13.3-°F@Temperature 68.0 -,,,English
f57922d2995d44b986c44c3b0089cc6b,Chosun Refractories CUN-941 Nozzle Brick,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,,Metric,,,,,,,,,,Metric,,,5.00-6.00-°C@Temperature 1000 °C,2.78-3.33-°F@Temperature,,,
6f61cf9a057a4687be14ed758ab49560,Alpha Calcit Alfrimal 446 Aluminum Hydroxide 99.5%,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572da550507492cae315d8e4eced2c5,Morgan Advanced Ceramics AN 985 Mac-AN 985W Technical Ceramic,Ceramic,Metric,3.30g/cc,,,,,,,,,Metric,,,,310GPa,0.21,132GPa,Metric,,,Metric,,,3.60-°C@Temperature 20.0 - 400 °C,2.00-°F@Temperature 68.0 -,,,
682a04bfb39d4560a6b085c8e0bc2510,American Computer Optics Water White Filter 6 mm Single-Sided,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838511b85184f24b8f746480a5b57b7,Chosun Refractories SFC-60 SiC Castable,Ceramic;Carbide,,,,,,,,,,,Metric,,,,,,,,,,Metric,,,,,,,
1d022729eac7432cbbda4be784ff4e5e,Morgan Advanced Ceramics Ceramic Fiber Blankets Cerawool Blanket,Ceramic;Oxide,,,,,,,,,,,Metric,,,,,,,,,,Metric,,,,,,,
43a10d6b5a7a40e3adb9489c7e39e168,Morgan Advanced Ceramics Higun 20 SiC Thermal Ceramic,Ceramic;Oxide,Metric,2.50g/cc,<=6000µm,Metric,2.25W/m-K@Temperature 600 °C,<=1450°C,0.30 %@Treatment Temp. 815 °C,Metric,51 %,0.80 %,0.20 %,24 %,1.5 %,2400,,,,,,,,,,,,,,
3147d5d2ff954af6a66673d00277eac2,Autoclaved aerated concrete,Ceramic;Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411375c1547e47048ac66412897dae5a,Pyrotek Ceramite® T-W Wet Sprayable Shotcrete Refractory,Ceramic;Oxide;Aluminum Oxide,Metric,,<=3000µm,Metric,1.10W/m-K@Temperature 600 °C,1000°C,-0.600 %@Temperature 20.0 - 850 °C,,,,,,,,2.60g/cc@Temperature 20.0 °C,10.0MPa@Temperature 850 °C,1.1@Temperature 600 °C,-0.37%,,,,,,,,,,
7139aa26f398406f84cf4af2e11ff68c,AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1ccebe90cf94502b35c2a4745f63593,AISI 4130 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
