Material Name,Categories,Density,Chemical Properties,Mechanical Properties,Modulus of Elasticity,Poissons Ratio,Shear Modulus,Electrical Properties,Volume Resistivity,Dielectric Constant,Dielectric Loss Index,Thermal Properties,"CTE, linear",Thermal Conductivity,"Transformation Temperature, Tg",Softening Point,Working Point,Annealing Point,Optical Properties,Refractive Index,UV Transmittance,Hydrolytic Resistance,Stress-optical Coefficient K (10-6mm2N-1),tk100(°C),"Maximum Service Temperature, Air",CaO+MgO,SiO2,Classification Temperature (°C),CategoryList
Thermal Transfer Composites PRIMEX ULTRA™ MCT-587™ Aluminum Silicon Carbide Composite,Ceramic;Carbide;Metal;Metal Matrix Composite;Nonferrous Metal;Aluminum Alloy,29.802115036497096,102.20185642971889,908.2782319696846,31697259.20974523,35449456575.41201,841759.4439246579,320231117487.6819,448375545449.16504,37705385911.92692,252.13874477929107,129249.24316770099,3808799049110.691,47165697468.73449,49991472069.164055,837032350240.11,381952734242.93207,9397499372.093313,41969330323.88237,3209306990403.8037,161.08033935346202,569491979060.6512,4235477190253.4736,4010392181395.992,3703441822222.495,3759.473874886698,5174384236873.085,4817434843499.229,"['Ceramic', 'Carbide', 'Metal', 'Metal Matrix Composite', 'Nonferrous Metal', 'Aluminum Alloy']"
Glauconite (K,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
AISI 1030 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,540.065304957238,746.2842951330356,1297.8243749429105,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Medium Carbon Steel']"
Schott Glass 8241 Alkaline Earth Aluminosilicate Glass,Ceramic;Glass,2.67,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,4.7,58035714461.13636,1.1,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
CeramTec 950 Zirconia Toughened Alumina (ZTA),Ceramic;Oxide;Aluminum Oxide,4.4,0.0,414.0,289.0,680.0,2890.0,0.22,6.0,126.0,168.28130471176473,8.8,0.6,15.0,1500.0,2228550810036.728,250.0,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Saint-Gobain Chemfab® 3 Industrial PTFE-Coated Glass,Ceramic;Glass;Glass Fiber,1.7354,144.60623906196213,764.435844445411,35065107.0949427,39215961399.54875,881103.1705684683,354255673608.17566,1386398110588.9038,41711583151.83326,315.29721967492264,158876.28597918802,4142068965892.503,57146923249.70324,55303066000.34057,925967037457.7368,422535212276.63226,2.0,14.0,3.9,232.8913555795971,630000500487.9325,4685496641323.415,4436496350788.639,4552147239779.156,10369.17093995357,5627142857449.608,5239580331977.449,"['Ceramic', 'Glass', 'Glass Fiber']"
BNZ Materials Bazelite 2100 Insulating Castable,Ceramic;Oxide;Silicon Oxide,52.03055108163571,153.29806381138812,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
Schott KG3 Short Pass Filter,Ceramic;Glass;Optical;Filter,26.886264029325933,108.65240805507747,964.0549692848098,31169056.796912026,34858632236.95732,783206.4693842162,314893932093.33203,1336705683555.922,39725317265.915726,277.2740425475453,136209.70742093667,3944827586602.1313,48983077157.724754,52669586713.26487,881873369070.0978,402414487884.70795,9733124548.228745,44217687237.23042,3155818540539.0337,246.14512466367768,600000476668.9095,4164885903410.976,3943552311981.043,3641717791841.4775,16718.206039554687,5001904762186.355,4657404739661.766,"['Ceramic', 'Glass', 'Optical', 'Filter']"
Ohara S-BSM18 Optical Glass,Ceramic;Glass;Optical,29.86128631870596,121.61968406196213,938.9448417787444,35065129.877331585,39215961263.76291,881104.5515943182,0.268,1397826682018.5647,41711583128.93873,290.8226446749226,7.0,4142068965918.9595,0.815,55303066032.70319,925967037497.377,422535212277.8413,10219780735.378134,46428571592.52163,3550295858081.2256,3.69,630000500497.2809,51.2,5700.22,88.5,159.0,717.0,600.0,"['Ceramic', 'Glass', 'Optical']"
Morgan Advanced Ceramics Superwool® Plus Board INO Thermal Ceramic,Ceramic;Oxide,0.5,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,0.3,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,0.09,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Schunk FH44Z(H)5 Carbon Graphite Resin Impregnated,Carbon;Graphite,153.4980543478261,106.35892857142858,346.1232142857143,28.427666666666664,50.0,200.0,29.32492416666667,16.878788020833333,67.17522435897436,90.74395833333332,4.5,61.07036363636364,13.0,541.1041666666666,378.81250000000006,46.980000000000004,85.40645625,38.36666666666667,33.70333333333333,45.191750000000006,142.75646875,1141.526875,141.25,14.0,37.910000000000004,982.8507500000001,440.85666666666674,"['Carbon', 'Graphite']"
Chosun Refractories ZNS Plate Brick,Ceramic;Oxide;Zirconium Oxide,50.06909990253123,174.57517640398072,696.8789291822532,64735459.3751399,70465983156.61581,147.0,382703978080.3407,908064398931.1338,77491702305.79843,158.34517471176474,289634.22362846404,7742068965794.877,96518513677.02809,102327559907.1112,1647152902968.4006,422535212643.3414,20009254526.544113,85822510992.64636,6643079363257.074,260.9469373549707,746418858911.7719,4752738537893.697,4489199053479.658,5898031417191.158,4192.201931743465,6830989011373.29,9891467637911.482,"['Ceramic', 'Oxide', 'Zirconium Oxide']"
AISI 1095 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,354.4772722187404,192.0841875,362.26076923076926,540.065304957238,769.6447716374701,1338.3185207743406,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'High Carbon Steel']"
Schott Glass 8250 Borosilicate Glass,Ceramic;Glass,2.28,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,0.21,1362004861760.698,26.4,295.7408453173375,5.0,5177586207293.966,1.2,69128832459.13899,1157458796764.8506,528169015325.222,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,4.0,5545620438416.331,64.0,10325.090350723212,720.0,500.0,"['Ceramic', 'Glass']"
Chosun Refractories CUN-50S Nozzle Brick,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,78.5,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Imerys 325FF™ Ground Mica,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,60.871792505882354,146.5142827399713,633.5438648286695,83629600.25612265,62636449746.753525,1598757.751110673,368386470285.4032,861857681669.6077,92955886581.95633,160.72449367541478,350245.9188161162,6859616858505.517,124217951068.39713,125669431057.78168,2239333123199.1494,375586856046.70605,27398407321.747513,105175565357.6045,5904959434016.422,182.63924849323666,759779726607.4834,4270271092961.5107,4023732492116.8613,4004952088973.156,3772.972791077524,7359671391692.486,12255949646246.588,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Silicon Oxide']"
Talc,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
AISI 4718H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,594.3883004347297,524.7013327808116,837.3324605741801,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Low Carbon Steel']"
Möller Medical TafSkin 109 L NanoCoating,Ceramic;Glass;Glass Ceramic;Other Engineering Material;Ceramic/Metallic Coating,25.998627294557647,109.81877837588141,724.95219414659,30163541.333039533,33734160332.5945,757950.843521263,349882146785.0714,7678406976853.39,60548865317.980515,254.2806540627953,123004.13416613445,3563070078219.4443,93865686760.45114,300.0,796530784922.0868,363471150401.3893,9084249493.742281,82892416399.20927,38537888910175.96,216.90497540690433,651228515170.3752,4079870608637.736,22559566753438.734,38116408923027.15,10259.458427239391,13814873604065.705,4597027628182.313,"['Ceramic', 'Glass', 'Glass Ceramic', 'Other Engineering Material', 'Ceramic/Metallic Coating']"
Poraver 4-8 mm Expanded Glass,Ceramic;Glass,35.7966450710015,5.0,804.2291818725532,43831360.33297383,49019951488.29984,1.2,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,0.07,69128832459.13899,1157458796764.8506,528169015325.222,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,700.0,6549216794243.015,"['Ceramic', 'Glass']"
AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,591.1691599619894,507.55936427687465,806.4899408891407,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Medium Carbon Steel']"
MarkeTech Repton EXP 386 Aluminum Titanate,Ceramic;Oxide;Aluminum Oxide,3.14,156.02812344889796,646.2175166822532,84300672.62278198,25.0,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,0.0,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Morgan Advanced Ceramics H-7 Ceramic Core Material Silica,Ceramic;Oxide;Silicon Oxide,2.2,18.0,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,1.0,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
Potters Industries Spheriglass® 1922 Solid Glass Spheres,Ceramic;Glass;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,36.280584701150616,132.61757504481503,748.5745337967277,42243645.82328603,46426219941.53054,932696.7213040823,311940593302.4319,1423799418182.1309,92891910826.96245,263.41755293626807,170877.6927466046,5019740923547.933,130816261136.05675,129071786925.36307,1089151297565.9911,357701767214.5478,12795358856.600481,108745046994.5109,5901957765658.003,212.72696886588858,740691755293.2112,4078611512969.2705,5105546876391.122,4813019083168.36,8853.13600388819,6210404717104.73,9772521881667.475,"['Ceramic', 'Glass', 'Oxide', 'Silicon Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
Anderman Ceramics EZZ 66P Zircon,Ceramic;Oxide;Zirconium Oxide,50.06909990253123,174.57517640398072,696.8789291822532,64735459.3751399,70465983156.61581,1322413.1383472662,382703978080.3407,908064398931.1338,77491702305.79843,158.34517471176474,289634.22362846404,7742068965794.877,96518513677.02809,102327559907.1112,1647152902968.4006,422535212643.3414,20009254526.544113,85822510992.64636,6643079363257.074,260.9469373549707,746418858911.7719,4752738537893.697,4489199053479.658,5898031417191.158,4192.201931743465,6830989011373.29,9891467637911.482,"['Ceramic', 'Oxide', 'Zirconium Oxide']"
AISI 4620 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,594.3883004347297,524.7013327808116,837.3324605741801,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Low Carbon Steel']"
Chosun Refractories FM Blast Furnace Runner Refractory,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
